development,country,time,gdp_per_capita,gdp_ppp,population,life_expectancy,employment_ratio,unemployment_ratio,unemployment_program,labor_productivity,labor_tax,gini,poverty_rate,median_income,adjusted_net_saving,co2,public_debt,dependency_ratio,tfr,adjTFR,p90p10,gni_sd,gni_diff,internet_usage,real_wage,upper_isced3,tax_wedge,environmental_tax,fossil_fuels,nuclear,renewables,infrastructure
advanced_economies,SGP,2015,54009.7389181265,495491916194.634,5535002,82.7439024390244,76.64,1.9,NA,NA,15.3,NA,NA,NA,33.0815830617647,0.127650387260283,102.244,27.6802638217007,1.24,NA,1.24,NA,NA,NA,NA,70.91709,NA,0.233,166102.578,0,389.517,NA
advanced_economies,SGP,2016,55088.3488727723,511987012822.097,5607283,82.8463414634146,76.66,2.075,NA,NA,16.2,NA,NA,NA,33.7005969055941,0.0748891364462335,106.537,28.3001059617984,1.2,NA,1.2,NA,NA,NA,NA,70.69323,NA,0.25,170491.59,0,395.862,4.2
advanced_economies,SGP,2017,57527.5618909937,535130768667.215,5612253,83.0951219512195,77.02,2.15,NA,NA,17.8,NA,NA,NA,35.0040632553625,NA,107.763,29.5208636427416,1.16,NA,1.16,NA,NA,NA,NA,71.39946,NA,0.273,174240.389,0,393.158,NA
advanced_economies,SGP,2018,59260.5667167539,553846804627.491,5638676,83.2975609756098,77.02,2.1,NA,NA,17.8,NA,NA,NA,33.5185125754941,NA,109.751,31.1332126035562,1.14,NA,1.14,NA,NA,NA,NA,73.52379,NA,0.252,173539.363,0,387.543,4.06
advanced_economies,SGP,2019,59374.4363911252,561297248687.528,5703569,83.4975609756098,77.42,2.25,NA,NA,17.8,NA,NA,NA,31.0912902473464,NA,129.01,32.8455905284947,1.14,NA,1.14,NA,NA,NA,NA,NA,NA,NA,169480.302,0,405.78,NA
advanced_economies,SVK,2010,16750.7974416083,137038305261.972,5391428,75.1121951219512,58.775,12.4725,0.91,284.99868041868655,39.6,0.3690229848,0.08,NA,4.76386512650907,0.266645524193424,40.958,38.4800713432965,1.43,1.905,1.43,0.06126164801019811,14.34447300771209,67.4821,231.13049883484462,NA,23.453619,1.991,27473.142,7031.777,2790.709,3
advanced_economies,SVK,2011,17205.5306807578,140940084800.185,5398384,75.9585365853659,59.325,13.15166666667,0.77,290.0215875391117,39.6,0.3569128372,0.082,NA,6.1311908131222,0.245196316065159,43.447,38.8519677869888,1.45,1.763,1.45,0.06236710885365015,14.511656567731347,70.78,220.48121609185628,84.84931,25.530246000000002,1.969,25937.04,7383.449,2327.959,NA
advanced_economies,SVK,2012,17502.0642069709,143613354965.947,5407579,76.109756097561,59.725,13.58083333333,0.67,293.0441893172189,39.6,0.3517174816,0.085,NA,8.08486650717679,0.224958432354747,51.781,39.2759712731248,1.34,1.591,1.34,0.06038703412635629,14.017163874131588,75.4354,210.20035607894317,85.37905,26.423164,1.889,24427.31,7370.525,2558.635,2.99
advanced_economies,SVK,2013,17599.7990391385,144570588301.447,5413393,76.4121951219512,59.85,14.10083333333,0.62,294.0651468527736,39.5,0.3607170459,0.085,20.94,8.58277714010791,0.218294942406054,54.725,39.8144706872002,1.34,1.594,1.34,0.06180052749032433,14.28571428571428,77.9076,208.81720493830548,85.96088,28.162856,1.981,24774.245,7422.91,2950.749,NA
advanced_economies,SVK,2014,18047.191052246,148389550137.895,5418649,76.8121951219512,60.975,12.7825,0.55,295.97689302576464,39.7,0.322847549,0.088,NA,9.09456894178509,0.195248037250813,53.552,40.533949485419,1.37,NA,1.37,0.05972362735351932,13.80046781246822,78.352,213.0720296775661,85.31762,28.61146,1.966,22373.361,7265.352,2971.486,3.22
advanced_economies,SVK,2015,18898.1769875395,155534358098.206,5423801,76.5634146341463,62.725,11.49416666667,0.53,301.28620147532087,39.7,0.3304502885,0.085,NA,9.06750920012658,0.192774886393622,51.918,41.4524655073085,1.4,NA,1.4,0.05925173826470417,13.606474456246854,79.4791,222.30137862766603,86.68583,29.021914,1.984,22895.916,7048.529,2904.389,NA
advanced_economies,SVK,2016,19276.3561049191,158851482566.939,5430798,77.1658536585366,64.85,9.48166666667,0.6,297.2452753264318,39.7,0.3200167308,0.085,NA,6.97710645993715,0.201296314373112,52.413,42.4687224794415,1.48,NA,1.48,0.0591124604176085,13.567534827377337,80.5191,230.6737661169357,87.32021,29.524432,1.992,23124.719,6827.192,3018.039,3.24
advanced_economies,SVK,2017,19821.8434712587,163600379913.754,5439232,77.1658536585366,66.175,7.06166666667,0.56,299.53673549314243,39.7,0.2903297536,0.073,NA,7.05302241557626,NA,51.69,43.716889591369,1.52,NA,1.52,0.05761561729039192,13.05220883534135,81.3251,234.26504879421958,87.07162,30.024357,1.986,24917.954,6920.435,2997.433,NA
advanced_economies,SVK,2018,20516.927901051,169571995594.402,5446771,77.2658536585366,67.575,5.41583333333,0.55,303.61713505069923,39.7,0.3468213485,0.077,23.62,8.16339138238073,NA,49.864,45.0860457422501,1.54,NA,1.54,0.0564009392101273,12.79999999999999,80.8442,234.7490737185597,NA,30.720533,2.082,24839.601,6765.18,2646.273,3
advanced_economies,SVK,2019,21003.7853696284,173830945726.192,5454147,77.4707317073171,68.425,4.99666666667,NA,306.96069228539864,39.7,0.3452221047,NA,NA,6.88733358200542,NA,48.458,46.4131234569525,1.56,NA,1.56,0.05446671915841412,12.587412587412583,82.1911,239.95409367750554,NA,31.003038,2.016,23353.25,7027.499,2791.914,NA
advanced_economies,SVN,2010,23509.5431355463,68332222402.9002,2048583,79.4219512195122,66.2,10.76666666667,1.19,355.12905038589577,18.2,0.3280336513,0.091,NA,6.32108557909664,0.268809920729974,38.269,44.257538969416,1.57,1.725,1.57,0.023649716917595348,8.934881373043924,68.1288,388.9488059503419,77.67381,22.859611,3.765,28287.435,7219.706,6064.706,2.65
advanced_economies,SVN,2011,23662.8308211644,68920786784.8398,2052843,79.9707317073171,64.4,11.875,1.25,367.43526119820496,18.2,0.3216604186,0.086,NA,5.86856956670803,0.255244531721125,46.458,45.1168304569303,1.56,1.621,1.56,0.022729151201897477,8.86689557665119,72.5964,380.78466759962413,78.44617,23.192729,3.741,27525.724,7852.734,4902.431,NA
advanced_economies,SVN,2012,22989.9297131691,67101664826.972,2057159,80.1243902439024,64.075,12.00833333333,1.12,358.79718631555363,18.2,0.3281290474,0.095,NA,3.62424318206051,0.245629965313531,53.561,45.8343996546182,1.58,1.618,1.58,0.02291196412723303,9.316265366250121,73.9378,359.73825587217425,79.15782,23.19575,4.154,26544.907,6918.756,5418.107,3.24
advanced_economies,SVN,2013,22722.4370816937,66410998951.1556,2059953,80.3219512195122,63.275,13.125,1.19,359.1060779406353,18.2,0.3340888063,0.095,29.85,4.65847023489199,0.224969281774323,70.006,46.5408473949293,1.55,1.609,1.55,0.02196705815179207,9.168530189062828,75.6204,348.18766200015244,79.77965,23.162112,4.566,25346.296,6577.454,6340.418,NA
advanced_economies,SVN,2014,23328.4749402113,68249360883.1451,2061980,81.0780487804878,63.9,13.08333333333,0.99,365.0778550893787,18.2,0.3445182353,0.093,NA,7.58365868375635,0.19610065775607,80.299,47.4192796546552,1.58,1.65,1.58,0.022135356965998394,9.494250534242399,76.8,354.28751032625746,80.09109,23.475848,4.504,23161.963,7842.811,8140.764,3.35
advanced_economies,SVN,2015,23826.1315045936,69757727454.5814,2063531,80.7756097560976,65.225,12.275,0.76,365.2913990738766,18.2,0.332988681,0.092,NA,6.20449143626005,0.191986091406811,82.588,48.5514382673123,1.57,1.692,1.57,0.022996671895968622,9.929440638102061,77.6431,363.71534164856087,81.50327,23.636327,4.66,23189.789,6899.134,5319.711,NA
advanced_economies,SVN,2016,24568.6363439257,71984291234.7179,2065042,81.1756097560976,65.85,11.19166666667,0.73,373.10002040889447,18.2,0.3310113908,0.086,NA,6.78466389945303,0.18026442687262,78.52,49.8346410644501,1.58,1.617,1.58,0.02330144768584913,10.090807060504027,78.4212,378.9158384971839,81.86884,23.904648,4.707,24778.819,6929.63,6134.228,3.19
advanced_economies,SVN,2017,25729.5752995852,75434893334.9002,2066388,81.0292682926829,69.275,9.49166666667,0.68,371.41212991100974,18.2,0.3267560341,0.085,NA,10.8724877310174,NA,74.149,51.3443380334506,1.62,NA,1.62,0.023215048036996033,10.03958988935132,81.7369,379.81400275843356,82.56063,24.429439,4.53,25290.175,7568.975,5361.056,NA
advanced_economies,SVN,2018,26760.4835146751,78742337531.3285,2073894,81.3780487804878,71.125,8.25,0.61,376.2458139145884,18.2,0.3315400067,0.075,34.27,12.1673310440673,NA,70.291,52.9722688554965,1.61,NA,1.61,0.023178510958797322,10.032362459546928,86.6821,378.8938591563362,NA,25.146002,3.784,25478.823,6908.883,6269.455,3.26
advanced_economies,SVN,2019,27421.0287123765,81249762561.1731,2088385,81.280487804878,71.875,7.63333333333,NA,381.5099646939339,18.2,0.3306647288,NA,NA,11.7147490269718,NA,65.598,54.5401871012333,1.61,NA,1.61,0.023248327430821326,10.05654281098547,88.9611,383.70800679088774,NA,25.781117,3.583,24082.503,6933.481,5893.465,NA
advanced_economies,SWE,2010,52869.0442891587,448193503870.461,9378126,81.4512195121951,72.15,8.56344528611,1.84,732.7656866134262,35.4,0.3342480058,NA,NA,17.5966109551846,0.131279031833207,38.066,53.2015057914553,1.98,2.074,1.98,0.015898332676260365,5.089538171536301,88.2959,430.431762064305,77.61638,37.176636,2.555,24452.406,16029.597,23398.027,4.03
advanced_economies,SWE,2011,54147.9403966009,462514779856.249,9449213,81.8024390243903,73.575,7.76117560379,1.73,735.9556968617179,35.4,0.3351300954,NA,NA,17.7897193700107,0.122733274376228,37.149,53.881282033786,1.9,1.995,1.9,0.016156167743617656,5.178907721280601,90.6394,424.4002721136105,78.32148,37.354538,2.36,22156.629,16554.228,23876.756,NA
advanced_economies,SWE,2012,53432.6448453224,459793784274.097,9519374,81.7048780487805,73.775,7.98248215262,1.88,724.2649250467285,35.4,0.3098354016,NA,NA,17.1816177279744,0.108783541041932,37.499,54.893819964102,1.91,1.98,1.91,0.016033220586858864,5.084745762711873,91.6917,430.1645002214383,79.00488,37.559747,2.367,21141.611,17284.284,27341.369,4.13
advanced_economies,SWE,2013,53611.1017911601,465255103186.95,9600379,81.9560975609756,74.4,8.00440660515,2,720.5793251500013,35.4,0.3151285334,0.086,45.11,16.9265586864133,0.100867619749701,40.161,56.1561219641646,1.89,1.921,1.89,0.01596806254015293,5.084745762711873,92.5885,435.4825277210479,73.91673,37.851683,2.33,20773.267,17690.379,22794.391,NA
advanced_economies,SWE,2014,54492.5991188879,477620645295.275,9696110,82.2536585365854,74.85,7.93237764637,1.92,728.0240363244877,35.4,0.317778707,0.09,NA,17.1910438871892,0.0950438254608917,44.872,57.4185312415222,1.88,1.889,1.88,0.01635704075770562,5.2730696798493515,89.569,442.1885817198771,74.47037,37.429908,2.173,19918.423,17035.315,23544.456,4.09
advanced_economies,SWE,2015,56339.9942972911,499062380984.548,9799186,82.2048780487805,75.525,7.3801390375,1.79,745.9780774219278,35.4,0.3211810984,0.092,NA,17.5035957559253,0.0793498045670858,43.739,58.4856890090749,1.85,1.903,1.85,0.017286109027166926,5.55555555555558,91.0333,448.49420901365403,75.03375,37.651227,2.18,19541.14,14597.761,27763.048,NA
advanced_economies,SWE,2016,56788.54307759,509395932462.041,9923085,82.3073170731707,76.2,6.94716533662,1.71,745.2564708345144,35.4,0.3062340337,0.091,NA,17.3025515506318,0.0864312906652954,42.255,59.3080345603839,1.85,1.958,1.85,0.01682667778122268,5.35714285714286,93.8028,451.08082470296966,75.55888,38.008294,2.219,19987.649,16133.192,24359.211,4.27
advanced_economies,SWE,2017,57467.2499709708,522476835542.435,10057698,82.409756097561,76.85,6.68141855861,1.65,747.7846450354041,35.4,0.3125802792,0.093,NA,18.2488364203974,NA,40.732,59.9656519988911,1.78,1.857,1.78,0.015909496302009062,5.159474671669795,94.7273,445.71648848569305,76.14595,38.219308,2.131,19685.242,16581.538,25713.076,NA
advanced_economies,SWE,2018,57911.2289848069,532665253199.002,10175214,82.5585365853659,77.375,6.33199373788,1.56,748.4488398682636,35.4,0.3064273278,0.089,48.69,17.9334705274921,NA,38.86,60.4552069734022,1.76,1.914,1.76,0.015887124060954563,5.0561797752809,93.4191,439.5006748119844,NA,37.720144,2.009,18930.934,17084.883,24334.874,4.24
advanced_economies,SWE,2019,58112.4352805277,539962005396.832,10278887,82.9585365853659,77.125,6.78244098543,NA,753.4837637669718,35.4,0.3055253021,NA,NA,18.5903095224071,NA,35.126,60.8339077092065,1.7,NA,1.7,0.01702807844263271,5.435801312089983,96.0596,437.73675865052854,NA,37.266807,2,19303.846,16536.01,26207.064,NA
advanced_economies,USA,2010,48466.6576026922,16801386027043.2,309321666,78.5414634146342,66.68977,9.60833333333,0.88,726.7480095176846,NA,NA,NA,NA,3.07147074854648,0.359892819432451,95.493,49.6705152177703,1.931,2.335,1.931,0.023848429840515408,15.969581749049432,71.06,654.8648341510756,87.14941,18.452776,0.789,71759.24,7167.383,4648.846,4.15
advanced_economies,USA,2011,48861.8804652706,17061947886833.7,311556874,78.6414634146341,66.64754,8.93333333333,0.69,733.1385444274551,NA,NA,NA,NA,4.20533246118546,0.339071570528509,99.842,49.8697526247428,1.8945,2.209,1.8945,0.023800332583442114,16.079923882017134,71.7,635.6956497004074,87.59089,18.499848,0.788,69794.35,6918.088,5384.592,NA
advanced_economies,USA,2012,49595.8777235423,17445764227858.7,313830990,78.7414634146342,67.13661,8.075,0.52,738.730742042863,NA,NA,NA,NA,6.11025329971589,0.313761662787278,103.354,50.1154431173733,1.8805,2.173,1.8805,0.023933592117691964,15.669515669515665,74.76,627.9287096396389,87.6791,18.614921,0.779,67499.794,6642.088,5188.684,4.14
advanced_economies,USA,2013,50160.7234896692,17767129348328.8,315993715,78.7414634146342,67.35994,7.35833333333,0.35,744.666985892048,9.7,NA,0.172,48.8,6.33265300153029,0.308037321612169,104.842,50.4259156358152,1.8575,2.198,1.8575,0.02328011534271341,15.479582146248827,74.15,615.9758018503968,88.15031,20.298166,0.755,68678.226,6720.565,5454.616,NA
advanced_economies,USA,2014,51051.9981368844,18215922317850.4,318301008,78.8414634146341,68.14875,6.15833333333,0.28,749.1259654342067,9.7,NA,0.175,NA,7.38395087140028,0.298132245007255,104.569,50.7930399184929,1.8625,2.167,1.8625,0.023307665028917294,15.589353612167312,NA,615.1966135818578,88.31358,20.613607,0.742,68848.068,6701.202,5563.348,4.18
advanced_economies,USA,2015,52236.1193456172,18776155677330.2,320635163,78.690243902439,68.70962,5.275,0.28,760.2446257979187,9.8,NA,0.168,NA,7.61399706571279,0.281316681479198,104.669,51.2095505522683,1.8435,2.143,1.8435,0.023039698765736735,15.479582146248827,73.37,629.82153611999,88.41197,20.436765,0.727,67534.871,6615.637,5621.134,NA
advanced_economies,USA,2016,52746.4728559824,19097495832657.7,322941311,78.5390243902439,69.35136,4.875,0.26,760.5686875640564,9.8,NA,0.178,NA,6.07875546126333,0.267502678770543,106.622,51.6461673051109,1.8205,2.08,1.8205,0.022804503707557884,15.464895635673637,NA,622.9336511809096,89.09236,20.608739,0.719,66340.211,6602.753,6187.854,4.15
advanced_economies,USA,2017,53636.4753834132,19542979183000,324985539,78.5390243902439,70.11017,4.34166666667,0.24,765.0313126243054,9.8,NA,0.178,NA,5.93247839036827,NA,105.624,52.1558060196527,1.7655,1.991,1.7655,0.022814931552125987,15.545023696682447,77.97,616.2754296921038,NA,20.883944,NA,65618.912,6516.112,6759.386,NA
advanced_economies,USA,2018,54953.6151523978,20128577587582,326687501,78.6390243902439,70.72614,3.89166666667,0.25,776.9915783951703,9.8,NA,NA,56.13,5.82848743723452,NA,106.6,52.7106771133606,1.7295,1.918,1.7295,0.022790099513856913,15.500945179584136,NA,607.8336870046006,89.80536,18.481716,NA,67859.201,6455.254,6873.904,4.05
advanced_economies,USA,2019,55886.1842105832,20563591679246.6,328239523,78.7878048780488,71.35841,3.66666666667,NA,783.1758612696555,9.8,NA,NA,NA,5.84664866112642,NA,108.19,53.2776661710363,1.705,NA,1.705,0.022789499904470926,15.471698113207545,79.88,610.3538848228734,NA,18.626622,NA,66525.162,6411.385,6960.604,NA
emerging_economies,ALB,2010,4094.3503344202,31313482675.7434,2913021,76.562,62.14,14.09,NA,NA,27.3,0.3869412446,NA,NA,8.47558379010374,0.163818573689257,57.72,49.4779086790466,1.66,NA,1.66,0.008940845168327619,2.8024083196497074,NA,NA,NA,NA,NA,NA,NA,NA,2.14
emerging_economies,ALB,2011,4209.87480089435,32110511590.6474,2905195,76.914,68.19,13.48,NA,NA,25,0.3903074949,NA,NA,6.58646971549675,0.17670080477866,59.413,48.1180582286677,1.673,NA,1.673,0.008285532392465081,2.446982055464919,NA,NA,43.49034,NA,NA,NA,NA,NA,NA
emerging_economies,ALB,2012,4276.60790388367,32565686438.6613,2900401,77.252,64.43,13.38,NA,NA,25.3,0.389028859,NA,NA,4.89675492814669,0.161306679135981,62.144,47.033079896868,1.684,NA,1.684,0.007790403472016006,2.246825138391406,NA,NA,45.27915,NA,NA,NA,NA,NA,2.43
emerging_economies,ALB,2013,4327.37995998728,32891990432.1348,2895092,77.554,60.52,15.87,NA,NA,18.8,0.4064310309,NA,NA,3.27300782827171,0.160560449989829,70.391,46.2566558556374,1.69,NA,1.69,0.007496455467355855,2.467799545405347,NA,NA,NA,NA,NA,NA,NA,NA,NA
emerging_economies,ALB,2014,4413.29689127908,33475654455.6616,2889104,77.813,61.18,18.05,NA,NA,18.8,0.4165536758,NA,6.87,0.876868739176857,0.168755630191147,71.992,45.7746795115992,1.688,NA,1.688,0.007439954485107171,2.6950968719558155,NA,NA,NA,NA,NA,NA,NA,NA,2.54
emerging_economies,ALB,2015,4524.3730858712,34218396285.962,2880703,78.025,64.25,17.19,NA,NA,18.8,0.4116882635,NA,NA,0.213407394659822,0.137461741646602,73.716,45.5504024648604,1.677,NA,1.677,0.007617255946213847,2.917972549443415,NA,NA,NA,NA,NA,NA,NA,NA,NA
emerging_economies,ALB,2016,4681.82656299266,35352669312.5928,2876101,78.194,65.4,15.42,NA,NA,18.8,0.4132491657,NA,NA,1.27513529890703,0.13057278279895,73.324,45.6450337108694,1.659,NA,1.659,0.008016357639492837,3.1468908287531017,NA,NA,NA,NA,NA,NA,NA,NA,1.98
emerging_economies,ALB,2017,4864.31061630449,36696847617.1258,2873457,78.333,65.82,13.62,NA,NA,18.8,0.4123087255,NA,7.07,0.418733052560657,NA,71.895,45.6820974885622,1.638,NA,1.638,0.008609337537504971,3.3688515767947402,NA,NA,NA,NA,NA,NA,NA,NA,NA
emerging_economies,ALB,2018,5074.85722194352,38190886849.3091,2866376,78.458,68.32,12.3,NA,NA,18.8,0.412208417,NA,NA,0.852546230951062,NA,69.509,45.8100373938934,1.617,NA,1.617,0.008595553839484906,3.364405871638265,NA,NA,NA,NA,NA,NA,NA,NA,2.29
emerging_economies,ALB,2019,5207.30532165124,39021039211.5266,2854191,78.573,69.61,11.47,NA,NA,18.8,0.4122507794,NA,NA,-2.04803323329908,NA,67.825,46.2035217630944,1.597,NA,1.597,0.008597880540918484,3.365744203440535,NA,NA,NA,NA,NA,NA,NA,NA,NA
emerging_economies,ARG,2010,10385.9644319555,959396223037.209,40788453,75.278,67.65,7.74577924145,NA,NA,29.4,NA,NA,NA,7.02500130430251,0.255055967147943,43.454,56.815969153871,2.346,NA,2.346,0.01280098429260743,4.213540601349952,NA,NA,NA,NA,1.173,18599.382,459.681,2860.631,2.75
emerging_economies,ARG,2011,10883.315359489,1016997908810.97,41261490,75.439,67.96,7.15387409137,NA,NA,29.4,NA,NA,NA,7.23432380446879,0.240350474301527,38.935,56.5417481310706,2.338,NA,2.338,0.012782545161887798,4.181503713500856,NA,NA,NA,NA,1.088,18871.5,401.389,2838.265,NA
emerging_economies,ARG,2012,10649.8372874572,1006559234253.78,41733271,75.598,68.04,7.21469896875,NA,NA,29.4,NA,NA,NA,5.4680813922794,0.235485796119431,40.436,56.3791879629017,2.33,NA,2.33,0.01283891224517451,4.168790133523603,NA,NA,NA,NA,1.249,19399.898,394.923,2709.964,2.94
emerging_economies,ARG,2013,10784.6306992057,1030770242883.07,42202935,75.756,67.78,7.07652027237,NA,NA,29.3,NA,NA,NA,4.27920168059611,0.227987633128167,43.496,56.292266803898,2.322,NA,2.322,0.012859250346675719,4.223918575063612,NA,NA,NA,NA,1.219,19893.03,376.61,2932.792,NA
emerging_economies,ARG,2014,10398.6940069464,1004870951838,42669500,75.913,67.05,7.27064148329,NA,NA,29.3,NA,NA,14.35,4.59121191476219,0.233097076981657,44.697,56.2122404103433,2.312,NA,2.312,0.012784696701396835,4.177305688897959,NA,NA,NA,NA,1.25,19572.09,329.111,2945.296,2.83
emerging_economies,ARG,2015,10568.1578087083,1032315583600.75,43131966,76.068,67.47,6.61156985359,NA,NA,29.3,NA,NA,NA,4.93918781153822,0.231980332537406,52.563,56.103604348639,2.301,NA,2.301,0.012807947676120512,4.190029564685505,NA,NA,NA,NA,1.246,19724.453,413.395,2985.942,NA
emerging_economies,ARG,2016,10239.4813479933,1010840035079.44,43590368,76.221,67.86,8.46688169826,NA,NA,29.3,NA,NA,NA,5.05017161100949,0.227452976137376,53.06,56.1022705830781,2.288,NA,2.288,0.01276185880470927,4.132569558101462,NA,NA,NA,NA,1.221,19620.823,478.879,2732.613,2.86
emerging_economies,ARG,2017,10419.4554058198,1039330591568.54,44044811,76.372,68.23,8.34276175521,NA,NA,29.3,NA,NA,NA,4.94498868755889,NA,57.028,56.0463554436975,2.275,NA,2.275,0.012796998771190697,4.209235798937461,NA,NA,NA,NA,1.309,19241.662,346.405,2962.672,NA
emerging_economies,ARG,2018,10049.5552391482,1012668104672.59,44494502,76.52,69.21,9.22703252002,NA,NA,29.3,NA,NA,NA,4.67534119046982,NA,86.431,55.9544729116194,2.261,NA,2.261,0.012834658015350034,4.188051734756715,NA,NA,NA,NA,1.115,18824.28,385.013,2962.767,2.77
emerging_economies,ARG,2019,9742.45541712886,991523444157.842,44938712,76.667,69.37,9.82154844883,NA,NA,29.9,NA,NA,13.78,5.26185989657813,NA,90.194,55.8570334548352,2.247,NA,2.247,0.012853026691394619,4.233185703985987,NA,NA,NA,NA,NA,18101.027,466.805,2911.84,NA
emerging_economies,AZE,2010,5843.5337683582,129592445708.164,9054332,70.938,69.36,5.63,NA,NA,24.8,NA,NA,NA,18.6273574548403,0.226991902713837,4.981,40.3186110609598,1.92,NA,1.92,0.03738204214864016,10.658893411065895,NA,NA,88.6454,NA,NA,13413.397,0,995.025,2.23
emerging_economies,AZE,2011,5677.15767105505,127553959620.07,9173082,71.234,68.69,5.42,NA,NA,24.8,NA,NA,NA,20.5693926859738,0.244829260931301,4.967,39.7110004866158,1.96,NA,1.96,0.03737443093738674,10.65709552733296,NA,NA,88.65878,NA,NA,15071.103,0,758.172,NA
emerging_economies,AZE,2012,5725.63412853394,130363895571.512,9295784,71.506,68.96,5.19,NA,NA,24.8,NA,NA,NA,20.306683059222,0.238625242735788,5.831,39.4582574903921,2,NA,2,0.03754645415737238,10.73159982371088,NA,NA,88.71309,NA,NA,15592.853,0,506.256,2.42
emerging_economies,AZE,2013,5982.32593110756,137981599993.781,9416801,71.768,69.29,4.97,NA,NA,24.8,NA,NA,NA,22.1046048194399,0.219297479290087,6.179,39.5168026701505,1.98,NA,1.98,0.03746020684607709,10.684931506849304,NA,NA,88.71621,NA,NA,15915.822,0,424.943,NA
emerging_economies,AZE,2014,6073.40274983337,141841753136.857,9535079,72.022,69.9,4.91,NA,NA,24.8,NA,NA,NA,21.088143544626,0.224766093490319,8.533,39.7541900260159,1.97,NA,1.97,0.03747670432230458,10.698689956331876,NA,NA,88.71417,NA,NA,16080.396,0,372.634,2.71
emerging_economies,AZE,2015,6064.4733413614,143330448105.275,9649341,72.266,70.3,4.96,NA,NA,24.8,NA,NA,NA,12.6742006110786,0.260831534303875,17.98,40.0764593805005,1.94,NA,1.94,0.03734737567937387,10.649918077553266,NA,NA,88.66508,NA,NA,17313.041,0,456.793,NA
emerging_economies,AZE,2016,5813.33289333476,138939378713.709,9757812,72.493,71.2,5,NA,NA,24.8,NA,NA,NA,5.49131954084885,0.268272290136875,20.608,40.7912482081523,1.9,NA,1.9,0.037521863222187334,10.719788685890386,NA,NA,88.66445,NA,NA,16850.443,0,543.628,NA
emerging_economies,AZE,2017,5765.4107718038,139152809949.428,9854033,72.693,71.71,5,NA,NA,24.8,NA,NA,NA,8.73718745556598,NA,22.509,41.3974219952754,1.75,NA,1.75,0.03736592027407623,10.658893411065895,NA,NA,88.50123,NA,NA,16394.375,0,480.155,NA
emerging_economies,AZE,2018,5801.43792487246,141240661085.239,9939771,72.864,72.16,4.9,NA,NA,24.8,NA,NA,NA,7.52644237237951,NA,18.685,41.9743777479603,1.73,NA,1.73,0.03745392747254805,10.695833791359789,NA,NA,NA,NA,NA,16688.343,0,492.208,NA
emerging_economies,AZE,2019,5895.19898603471,144743643588.948,10024283,73.005,72.04,4.85,NA,NA,25.4,NA,NA,NA,6.05564151340655,NA,17.703,42.6295574652606,1.8,NA,1.8,0.037601494233720015,10.757409440175646,NA,NA,NA,NA,NA,17678.026,0,449.54,NA
emerging_economies,BGD,2010,781.153577677298,425528860652.846,147575430,69.881,58.55,3.38,NA,NA,NA,NA,NA,NA,28.0389559440043,0.167311247951,35.485,58.1246799076201,2.324,NA,2.324,0.040783173467766616,20.09186351706036,NA,NA,NA,NA,NA,1683.037,0,13.788,3.36
emerging_economies,BGD,2011,822.191849216613,453036659482.283,149273778,70.256,58.54,NA,NA,NA,NA,NA,NA,NA,27.3381827063221,0.161632166315391,36.623,56.9503873071933,2.273,NA,2.273,0.04174110527843002,20.399634321535842,NA,NA,24.18282,NA,NA,1806.621,0,16.293,NA
emerging_economies,BGD,2012,865.761935715465,482581258491.401,151007807,70.606,58.54,NA,NA,NA,NA,NA,NA,NA,29.4638407272397,0.152549600077153,36.221,55.8269904782695,2.228,NA,2.228,0.03899638040028058,18.40609661586152,NA,NA,24.67884,NA,NA,1914.219,0,14.959,NA
emerging_economies,BGD,2013,907.276918209657,511601792357.536,152764676,70.93,58.55,4.43,NA,NA,0,NA,NA,NA,28.9251111550572,0.144635489566701,35.82,54.7188117445887,2.188,NA,2.188,0.036589217368221814,16.42784032753326,NA,NA,22.18535,NA,NA,1950.469,0,14.548,NA
emerging_economies,BGD,2014,951.332075867762,542610280674.236,154520167,71.231,58.55,NA,NA,NA,0,NA,NA,NA,27.1518820130637,0.141727028323423,35.273,53.5786676455369,2.152,NA,2.152,0.034620405587713406,14.767234800305262,NA,NA,23.21816,NA,NA,2012.905,0,12.262,2.11
emerging_economies,BGD,2015,1002.38879511154,578165578311.579,156256276,71.514,58.54,NA,NA,NA,0,NA,NA,NA,26.1723429065288,0.145928858039752,33.681,52.395868021301,2.12,NA,2.12,0.03328175309039982,14.42113245702732,NA,NA,28.56218,NA,NA,2337.381,0,17.95,NA
emerging_economies,BGD,2016,1061.99763191432,619293260761.415,157970840,71.785,58.53,4.35,NA,NA,0,NA,NA,NA,26.8088448758357,0.13855114372108,33.331,51.2600187752323,2.09,NA,2.09,0.03223183281959152,14.352259851441529,NA,NA,28.96917,NA,NA,2343.821,0,17.671,2.48
emerging_economies,BGD,2017,1127.16688626904,664403662063.264,159670593,72.052,61.23,4.37,NA,NA,0,NA,NA,NA,25.1694993455229,NA,33.376,50.0916977633299,2.062,NA,2.062,0.031495351650817974,14.278544542032634,NA,NA,29.79417,NA,NA,2401.766,0,20.613,NA
emerging_economies,BGD,2018,1203.06228114956,716650658732.236,161356039,72.32,61.4,NA,NA,NA,0,NA,NA,NA,23.0712971079109,NA,34.565,48.9522984159591,2.036,NA,2.036,0.031073938153077522,14.207309467381823,NA,NA,30.54477,NA,NA,2532.904,0,18.112,2.39
